atom_id,atom_name,acceptability_score,acceptability_band,max_reviewable_verdict,structural,runtime,upstream_fidelity,developer_semantics,trust_support,hard_blockers,major_penalties
ageoa.biosppy.ecg.bandpass_filter@ageoa/biosppy/ecg.py:30,ageoa.biosppy.ecg.bandpass_filter,58,limited_acceptability,acceptable_with_limits,20,6,15,13,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_GENERATED_ABSTRACTION;TRUST_PROVENANCE_MISSING
ageoa.biosppy.ecg.r_peak_detection@ageoa/biosppy/ecg.py:57,ageoa.biosppy.ecg.r_peak_detection,58,limited_acceptability,acceptable_with_limits,20,6,15,13,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_GENERATED_ABSTRACTION;TRUST_PROVENANCE_MISSING
ageoa.biosppy.ecg.peak_correction@ageoa/biosppy/ecg.py:85,ageoa.biosppy.ecg.peak_correction,58,limited_acceptability,acceptable_with_limits,20,6,15,13,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_GENERATED_ABSTRACTION;TRUST_PROVENANCE_MISSING
ageoa.biosppy.ecg.template_extraction@ageoa/biosppy/ecg.py:114,ageoa.biosppy.ecg.template_extraction,58,limited_acceptability,acceptable_with_limits,20,6,15,13,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_GENERATED_ABSTRACTION;TRUST_PROVENANCE_MISSING
ageoa.biosppy.ecg.heart_rate_computation@ageoa/biosppy/ecg.py:142,ageoa.biosppy.ecg.heart_rate_computation,58,limited_acceptability,acceptable_with_limits,20,6,15,13,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_GENERATED_ABSTRACTION;TRUST_PROVENANCE_MISSING
ageoa.biosppy.ecg_asi.thresholdbasedsignalsegmentation@ageoa/biosppy/ecg_asi/atoms.py:18,ageoa.biosppy.ecg_asi.thresholdbasedsignalsegmentation,83,acceptable_with_limits_candidate,acceptable_with_limits,16,14,31,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;SEMANTICS_LOW_NAME_OVERLAP;STRUCT_WITNESS_PLACEHOLDER
ageoa.biosppy.ecg_asi_d12.asi_signal_segmenter@ageoa/biosppy/ecg_asi_d12/atoms.py:18,ageoa.biosppy.ecg_asi_d12.asi_signal_segmenter,90,review_ready,acceptable_with_limits,20,14,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH
ageoa.biosppy.ecg_christov.christovqrsdetect@ageoa/biosppy/ecg_christov/atoms.py:21,ageoa.biosppy.ecg_christov.christovqrsdetect,87,review_ready,acceptable_with_limits,20,14,31,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;SEMANTICS_LOW_NAME_OVERLAP
ageoa.biosppy.ecg_christov_d12.christov_qrs_segmenter@ageoa/biosppy/ecg_christov_d12/atoms.py:17,ageoa.biosppy.ecg_christov_d12.christov_qrs_segmenter,90,review_ready,acceptable_with_limits,20,14,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH
ageoa.biosppy.ecg_engzee.engzee_signal_segmentation@ageoa/biosppy/ecg_engzee/atoms.py:23,ageoa.biosppy.ecg_engzee.engzee_signal_segmentation,90,review_ready,acceptable_with_limits,20,14,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH
ageoa.biosppy.ecg_engzee_d12.engzee_qrs_segmentation@ageoa/biosppy/ecg_engzee_d12/atoms.py:16,ageoa.biosppy.ecg_engzee_d12.engzee_qrs_segmentation,90,review_ready,acceptable_with_limits,20,14,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH
ageoa.biosppy.ecg_gamboa.gamboa_segmentation@ageoa/biosppy/ecg_gamboa/atoms.py:19,ageoa.biosppy.ecg_gamboa.gamboa_segmentation,90,review_ready,acceptable_with_limits,20,14,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH
ageoa.biosppy.ecg_gamboa_d12.gamboa_segmenter@ageoa/biosppy/ecg_gamboa_d12/atoms.py:16,ageoa.biosppy.ecg_gamboa_d12.gamboa_segmenter,90,review_ready,acceptable_with_limits,20,14,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH
ageoa.biosppy.ecg_hamilton.hamilton_segmentation@ageoa/biosppy/ecg_hamilton/atoms.py:17,ageoa.biosppy.ecg_hamilton.hamilton_segmentation,82,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.ecg_hamilton_d12.hamilton_segmenter@ageoa/biosppy/ecg_hamilton_d12/atoms.py:18,ageoa.biosppy.ecg_hamilton_d12.hamilton_segmenter,82,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.ecg_zz2018.calculatecompositesqi_zz2018@ageoa/biosppy/ecg_zz2018/atoms.py:20,ageoa.biosppy.ecg_zz2018.calculatecompositesqi_zz2018,82,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.ecg_zz2018.calculatebeatagreementsqi@ageoa/biosppy/ecg_zz2018/atoms.py:40,ageoa.biosppy.ecg_zz2018.calculatebeatagreementsqi,79,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.biosppy.ecg_zz2018.calculatefrequencypowersqi@ageoa/biosppy/ecg_zz2018/atoms.py:57,ageoa.biosppy.ecg_zz2018.calculatefrequencypowersqi,79,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.biosppy.ecg_zz2018.calculatekurtosissqi@ageoa/biosppy/ecg_zz2018/atoms.py:76,ageoa.biosppy.ecg_zz2018.calculatekurtosissqi,87,review_ready,acceptable_with_limits,20,14,31,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;SEMANTICS_LOW_NAME_OVERLAP
ageoa.biosppy.ecg_zz2018_d12.computebeatagreementsqi@ageoa/biosppy/ecg_zz2018_d12/atoms.py:20,ageoa.biosppy.ecg_zz2018_d12.computebeatagreementsqi,74,acceptable_with_limits_candidate,acceptable_with_limits,20,6,26,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_WEAK_TYPES;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.biosppy.ecg_zz2018_d12.computefrequencysqi@ageoa/biosppy/ecg_zz2018_d12/atoms.py:38,ageoa.biosppy.ecg_zz2018_d12.computefrequencysqi,74,acceptable_with_limits_candidate,acceptable_with_limits,20,6,26,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_WEAK_TYPES;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.biosppy.ecg_zz2018_d12.computekurtosissqi@ageoa/biosppy/ecg_zz2018_d12/atoms.py:58,ageoa.biosppy.ecg_zz2018_d12.computekurtosissqi,82,acceptable_with_limits_candidate,acceptable_with_limits,20,14,26,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_WEAK_TYPES;SEMANTICS_LOW_NAME_OVERLAP
ageoa.biosppy.ecg_zz2018_d12.assemblezz2018sqi@ageoa/biosppy/ecg_zz2018_d12/atoms.py:77,ageoa.biosppy.ecg_zz2018_d12.assemblezz2018sqi,49,misleading_candidate,misleading,20,6,14,12,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_WEAK_TYPES;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.biosppy.eda.gamboa_segmenter@ageoa/biosppy/eda.py:35,ageoa.biosppy.eda.gamboa_segmenter,59,limited_acceptability,acceptable_with_limits,20,6,15,15,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;TRUST_PROVENANCE_MISSING
ageoa.biosppy.eda.eda_feature_extraction@ageoa/biosppy/eda.py:88,ageoa.biosppy.eda.eda_feature_extraction,59,limited_acceptability,acceptable_with_limits,20,6,15,15,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;TRUST_PROVENANCE_MISSING
ageoa.biosppy.emg_abbink.detect_onsets_with_rest_aware_thresholds@ageoa/biosppy/emg_abbink/atoms.py:21,ageoa.biosppy.emg_abbink.detect_onsets_with_rest_aware_thresholds,79,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.biosppy.emg_bonato.bonato_onset_detection@ageoa/biosppy/emg_bonato/atoms.py:22,ageoa.biosppy.emg_bonato.bonato_onset_detection,82,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.emg_solnik.threshold_based_onset_detection@ageoa/biosppy/emg_solnik/atoms.py:18,ageoa.biosppy.emg_solnik.threshold_based_onset_detection,82,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.emg_solnik_d12.solnik_onset_detect@ageoa/biosppy/emg_solnik_d12/atoms.py:19,ageoa.biosppy.emg_solnik_d12.solnik_onset_detect,82,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.online_filter.filterstateinit@ageoa/biosppy/online_filter/atoms.py:24,ageoa.biosppy.online_filter.filterstateinit,58,limited_acceptability,acceptable_with_limits,20,6,15,13,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_GENERATED_ABSTRACTION;TRUST_PROVENANCE_MISSING
ageoa.biosppy.online_filter.filterstep@ageoa/biosppy/online_filter/atoms.py:54,ageoa.biosppy.online_filter.filterstep,59,limited_acceptability,acceptable_with_limits,20,6,15,15,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;TRUST_PROVENANCE_MISSING
ageoa.biosppy.online_filter_codex.filterstateinit@ageoa/biosppy/online_filter_codex/atoms.py:24,ageoa.biosppy.online_filter_codex.filterstateinit,59,limited_acceptability,acceptable_with_limits,20,6,15,15,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;TRUST_PROVENANCE_MISSING
ageoa.biosppy.online_filter_codex.filterstep@ageoa/biosppy/online_filter_codex/atoms.py:54,ageoa.biosppy.online_filter_codex.filterstep,59,limited_acceptability,acceptable_with_limits,20,6,15,15,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;TRUST_PROVENANCE_MISSING
ageoa.biosppy.online_filter_v2.filterstateinit@ageoa/biosppy/online_filter_v2/atoms.py:24,ageoa.biosppy.online_filter_v2.filterstateinit,59,limited_acceptability,acceptable_with_limits,20,6,15,15,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;TRUST_PROVENANCE_MISSING
ageoa.biosppy.online_filter_v2.filterstep@ageoa/biosppy/online_filter_v2/atoms.py:54,ageoa.biosppy.online_filter_v2.filterstep,59,limited_acceptability,acceptable_with_limits,20,6,15,15,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;TRUST_PROVENANCE_MISSING
ageoa.biosppy.pcg.shannon_energy@ageoa/biosppy/pcg.py:32,ageoa.biosppy.pcg.shannon_energy,59,limited_acceptability,acceptable_with_limits,20,6,15,15,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;TRUST_PROVENANCE_MISSING
ageoa.biosppy.pcg.pcg_segmentation@ageoa/biosppy/pcg.py:60,ageoa.biosppy.pcg.pcg_segmentation,59,limited_acceptability,acceptable_with_limits,20,6,15,15,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;TRUST_PROVENANCE_MISSING
ageoa.biosppy.pcg_homomorphic.homomorphic_signal_filtering@ageoa/biosppy/pcg_homomorphic/atoms.py:17,ageoa.biosppy.pcg_homomorphic.homomorphic_signal_filtering,90,review_ready,acceptable_with_limits,20,14,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH
ageoa.biosppy.pcg_homomorphic_d12.homomorphicfilter@ageoa/biosppy/pcg_homomorphic_d12/atoms.py:17,ageoa.biosppy.pcg_homomorphic_d12.homomorphicfilter,87,review_ready,acceptable_with_limits,20,14,31,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;SEMANTICS_LOW_NAME_OVERLAP
ageoa.biosppy.ppg_elgendi.detect_signal_onsets_elgendi2013@ageoa/biosppy/ppg_elgendi/atoms.py:22,ageoa.biosppy.ppg_elgendi.detect_signal_onsets_elgendi2013,82,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.ppg_kavsaoglu.detectonsetevents@ageoa/biosppy/ppg_kavsaoglu/atoms.py:20,ageoa.biosppy.ppg_kavsaoglu.detectonsetevents,87,review_ready,acceptable_with_limits,20,14,31,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;SEMANTICS_LOW_NAME_OVERLAP
ageoa.biosppy.svm_proc.get_auth_rates@ageoa/biosppy/svm_proc/atoms.py:21,ageoa.biosppy.svm_proc.get_auth_rates,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.svm_proc.get_id_rates@ageoa/biosppy/svm_proc/atoms.py:47,ageoa.biosppy.svm_proc.get_id_rates,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.svm_proc.get_subject_results@ageoa/biosppy/svm_proc/atoms.py:74,ageoa.biosppy.svm_proc.get_subject_results,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.svm_proc.assess_classification@ageoa/biosppy/svm_proc/atoms.py:118,ageoa.biosppy.svm_proc.assess_classification,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.svm_proc.assess_runs@ageoa/biosppy/svm_proc/atoms.py:147,ageoa.biosppy.svm_proc.assess_runs,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.svm_proc.combination@ageoa/biosppy/svm_proc/atoms.py:176,ageoa.biosppy.svm_proc.combination,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.svm_proc.majority_rule@ageoa/biosppy/svm_proc/atoms.py:221,ageoa.biosppy.svm_proc.majority_rule,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.biosppy.svm_proc.cross_validation@ageoa/biosppy/svm_proc/atoms.py:262,ageoa.biosppy.svm_proc.cross_validation,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.conjugate_priors.beta_binom.posterior_randmodel@ageoa/conjugate_priors/beta_binom/atoms.py:21,ageoa.conjugate_priors.beta_binom.posterior_randmodel,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.conjugate_priors.beta_binom.posterior_randmodel_weighted@ageoa/conjugate_priors/beta_binom/atoms.py:43,ageoa.conjugate_priors.beta_binom.posterior_randmodel_weighted,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.conjugate_priors.normal.normal_gamma_posterior_update@ageoa/conjugate_priors/normal/atoms.py:20,ageoa.conjugate_priors.normal.normal_gamma_posterior_update,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.datadriven.discover_equations@ageoa/datadriven/atoms.py:80,ageoa.datadriven.discover_equations,59,limited_acceptability,acceptable_with_limits,20,6,15,15,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;TRUST_PROVENANCE_MISSING
ageoa.e2e_ppg.kazemi_peak_detection@ageoa/e2e_ppg/atoms.py:20,ageoa.e2e_ppg.kazemi_peak_detection,49,misleading_candidate,misleading,20,6,5,15,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.e2e_ppg.ppg_reconstruction@ageoa/e2e_ppg/atoms.py:41,ageoa.e2e_ppg.ppg_reconstruction,49,misleading_candidate,misleading,20,6,5,15,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.e2e_ppg.ppg_sqa@ageoa/e2e_ppg/atoms.py:69,ageoa.e2e_ppg.ppg_sqa,49,misleading_candidate,misleading,20,6,5,15,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED;RUNTIME_NO_PROBE_EVIDENCE
